idx,sheet,file,current_class,new_class,note
645,r26,20260731_013838.jpg,right,,
646,r26,20260731_013850.jpg,right,,
647,r26,20260731_014023.jpg,right,,
648,r27,20260731_014024.jpg,right,,
649,r27,20260731_014407.jpg,front,,
650,r27,20260731_014413.jpg,front,,
651,r27,20260731_014416.jpg,front,,
652,r27,20260731_014434.jpg,left,,
653,r27,20260731_014438.jpg,none,,
654,r27,20260731_014527.jpg,none,,
655,r27,20260731_014624.jpg,none,,
656,r27,20260731_014712.jpg,none,,
657,r27,20260731_014423.jpg,right,,
658,r27,20260731_014838.jpg,front,,
659,r27,20260731_015007.jpg,front,,
660,r27,20260731_015012.jpg,front,,
661,r27,20260731_014842.jpg,left,,
662,r27,20260731_014851.jpg,left,,
663,r27,20260731_014958.jpg,left,,
664,r27,20260731_014825.jpg,none,,
665,r27,20260731_014831.jpg,none,,
666,r27,20260731_014902.jpg,none,,
667,r27,20260731_014937.jpg,right,,
668,r27,20260731_015001.jpg,right,,
669,r27,20260731_015119.jpg,front,,
670,r27,20260731_015142.jpg,front,,
671,r27,20260731_015305.jpg,front,,
672,r28,20260731_015317.jpg,front,,
673,r28,20260731_015123.jpg,left,,
674,r28,20260731_015157.jpg,left,,
675,r28,20260731_015244.jpg,left,,
676,r28,20260731_015308.jpg,left,,
677,r28,20260731_015139.jpg,none,,
678,r28,20260731_015333.jpg,none,,
679,r28,20260731_015420.jpg,none,,
680,r28,20260731_015459.jpg,none,,
681,r28,20260731_015126.jpg,right,,
682,r28,20260731_015207.jpg,right,,
683,r28,20260731_015235.jpg,right,,
684,r28,20260731_015310.jpg,right,,
685,r28,20260731_015618.jpg,front,,
686,r28,20260731_015621.jpg,front,,
687,r28,20260731_015646.jpg,front,,
688,r28,20260731_015823.jpg,front,,
689,r28,20260731_015828.jpg,front,,
690,r28,20260731_015837.jpg,front,,
691,r28,20260731_015858.jpg,front,,
692,r28,20260731_015603.jpg,left,,
693,r28,20260731_015643.jpg,left,,
694,r28,20260731_015831.jpg,left,,
695,r28,20260731_015626.jpg,none,,
696,r29,20260731_015655.jpg,none,,
697,r29,20260731_015709.jpg,none,,
698,r29,20260731_015746.jpg,none,,
699,r29,20260731_015613.jpg,right,,
700,r29,20260731_015640.jpg,right,,
701,r29,20260731_015826.jpg,right,,
702,r29,20260731_015834.jpg,right,,
703,r29,20260731_020000.jpg,front,,
704,r29,20260731_020015.jpg,front,,
705,r29,20260731_020157.jpg,front,,
706,r29,20260731_020029.jpg,left,,
707,r29,20260731_020033.jpg,left,,
708,r29,20260731_020211.jpg,left,,
709,r29,20260731_020112.jpg,none,,
710,r29,20260731_020245.jpg,none,,
711,r29,20260731_020007.jpg,right,,
712,r29,20260731_020200.jpg,right,,
713,r29,20260731_020222.jpg,right,,
714,r29,20260731_020449.jpg,none,,
715,r29,20260731_020552.jpg,right,,
716,r29,20260731_020810.jpg,front,,
717,r29,20260731_020833.jpg,front,,
718,r29,20260731_020841.jpg,front,,
719,r29,20260731_020847.jpg,left,,
720,r30,20260731_020858.jpg,none,,
721,r30,20260731_020938.jpg,none,,
722,r30,20260731_021033.jpg,none,,
723,r30,20260731_021054.jpg,none,,
724,r30,20260731_021056.jpg,none,,
725,r30,20260731_020835.jpg,right,,
726,r30,20260731_020844.jpg,right,,
727,r30,20260731_021430.jpg,front,,
728,r30,20260731_021434.jpg,left,,
729,r30,20260731_021452.jpg,none,,
730,r30,20260731_021438.jpg,right,,
731,r30,20260731_021445.jpg,right,,
732,r30,20260731_021602.jpg,none,,
733,r30,20260731_022025.jpg,front,,
734,r30,20260731_022041.jpg,front,,
735,r30,20260731_022107.jpg,front,,
736,r30,20260731_022047.jpg,left,,
737,r30,20260731_022112.jpg,left,,
738,r30,20260731_022118.jpg,none,,
739,r30,20260731_022044.jpg,right,,
740,r30,20260731_022050.jpg,right,,
741,r30,20260731_022105.jpg,right,,
742,r30,20260731_022349.jpg,none,,
743,r30,20260731_022414.jpg,none,,
744,r31,20260731_022539.jpg,front,,
745,r31,20260731_022547.jpg,left,,
746,r31,20260731_022617.jpg,none,,
747,r31,20260731_022543.jpg,right,,
748,r31,20260731_023034.jpg,none,,
749,r31,20260731_023328.jpg,front,,
750,r31,20260731_023444.jpg,front,,
751,r31,20260803_180309.jpg,none,,
752,r31,20260803_180353.jpg,none,,
753,r31,20260803_202313.jpg,none,,
754,r31,20260803_202410.jpg,none,,
755,r31,20260803_202416.jpg,none,,
756,r31,20260803_202429.jpg,none,,
757,r31,20260803_202350.jpg,right,,
758,r31,20260803_202401.jpg,right,,
759,r31,20260803_202404.jpg,right,,
760,r31,20260803_202423.jpg,right,,
761,r31,20260803_202425.jpg,right,,
762,r31,20260803_202436.jpg,right,,
763,r31,20260803_202438.jpg,right,,
764,r31,20260803_203458.jpg,right,,
765,r31,20260803_203502.jpg,right,,
766,r31,20260803_203549.jpg,right,,
767,r31,20260803_203607.jpg,right,,
768,r32,20260803_203745.jpg,right,,
769,r32,20260803_203752.jpg,right,,
770,r32,20260803_203754.jpg,right,,
771,r32,20260803_203912.jpg,right,,
772,r32,20260803_203914.jpg,right,,
773,r32,20260803_203917.jpg,right,,
774,r32,20260803_203942.jpg,right,,
775,r32,20260803_203945.jpg,right,,
776,r32,20260804_182203.jpg,front,,
777,r32,20260804_182200.jpg,right,,
778,r32,20260804_182205.jpg,right,,
779,r32,20260804_182408.jpg,front,,
780,r32,20260804_182410.jpg,left,,
781,r32,20260804_182403.jpg,right,,
782,r32,20260804_182405.jpg,right,,
783,r32,20260805_182136.jpg,right,,
784,r32,20260805_182210.jpg,right,,
785,r32,20260805_202144.jpg,right,,
786,r32,20260805_202149(0).jpg,right,,
787,r32,20260805_202149.jpg,right,,
788,r32,20260805_202408.jpg,left,,
789,r32,20260805_202411.jpg,left,,
790,r32,20260805_202442.jpg,left,,
791,r32,20260805_202450.jpg,left,,
792,r33,20260806_203443.jpg,left,,
793,r33,20260806_203447.jpg,left,,
794,r33,20260806_203445.jpg,right,,
795,r33,20260806_203448.jpg,right,,
796,r33,20260808_000203.jpg,front,,
797,r33,20260808_000211.jpg,front,,
798,r33,20260808_114925.jpg,right,,
799,r33,20260809_172925.jpg,front,,
800,r33,20260809_172935.jpg,front,,
801,r33,20260809_172943.jpg,left,,
802,r33,20260809_172941.jpg,right,,
803,r33,20260809_173618.jpg,left,,
804,r33,20260809_173622.jpg,right,,
805,r33,20260809_173923.jpg,front,,
806,r33,20260809_173925.jpg,left,,
807,r33,20260809_173921.jpg,right,,
808,r33,20260809_180128.jpg,right,,
809,r33,20260809_180346.jpg,none,,
810,r33,20260809_180436.jpg,right,,
811,r33,20260809_183525.jpg,none,,
812,r33,20260809_184426.jpg,right,,
813,r33,20260810_202356.jpg,front,,
814,r33,20260810_212715.jpg,none,,
815,r33,20260812_203837.jpg,front,,
816,r34,20260812_203835.jpg,left,,
817,r34,20260812_203831.jpg,right,,
818,r34,20260812_203832.jpg,right,,
819,r34,20260812_204108.jpg,none,,
820,r34,20260812_205130.jpg,right,,
821,r34,20260812_205409.jpg,front,,
822,r34,20260812_205304.jpg,left,,
823,r34,20260812_205410.jpg,left,,
824,r34,20260812_205319.jpg,none,,
825,r34,20260812_205232.jpg,right,,
826,r34,20260812_205302.jpg,right,,
827,r34,20260812_205406.jpg,right,,
828,r34,20260812_205408.jpg,right,,
829,r34,20260812_205545.jpg,front,,
830,r34,20260812_205543.jpg,right,,
831,r34,20260813_143517.jpg,none,,
832,r34,20260813_143526.jpg,none,,
833,r34,20260813_143536.jpg,none,,
834,r34,20260813_143806.jpg,none,,
835,r34,20260813_144430.jpg,none,,
836,r34,20260813_144441.jpg,none,,
837,r34,20260813_144505.jpg,none,,
838,r34,20260813_144530.jpg,none,,
839,r34,20260819_102606.jpg,none,,
840,r35,20260819_102910.jpg,none,,
841,r35,20260819_104828.jpg,none,,
842,r35,20260819_122945.jpg,front,,
