class,filename,angle_deg,geometric_deg,position,risk_level,weight_added
3_left,20260731_022112.jpg,70.57,70.57,0,0,+0.00
3_left,20260731_022547.jpg,68.70,68.70,0,0,+0.00
3_left,20260804_182410.jpg,54.03,54.03,2,-2,+0.00
3_left,20260805_202408.jpg,58.83,58.83,2,-2,+0.00
3_left,20260805_202411.jpg,57.83,57.83,1,-1,+0.00
3_left,20260805_202442.jpg,60.44,60.44,1,-1,+0.00
3_left,20260805_202450.jpg,49.69,49.69,1,-1,+0.00
3_left,20260806_203443.jpg,62.39,62.39,1,-1,+0.00
3_left,20260806_203447.jpg,68.49,68.49,0,0,+0.00
3_left,20260809_172943.jpg,48.51,48.51,0,0,+0.00
3_left,20260809_173618.jpg,55.65,55.65,0,0,+0.00
3_left,20260809_173925.jpg,69.90,69.90,0,0,+0.00
3_left,20260812_203835.jpg,50.19,50.19,0,0,+0.00
3_left,20260812_205304.jpg,66.06,66.06,0,0,+0.00
3_left,20260812_205410.jpg,71.92,71.92,0,0,+0.00
3_left,20260823_160903.jpg,42.00,42.00,0,0,+0.00
3_left,20260823_161829.jpg,48.31,48.31,0,0,+0.00
3_left,20260824_184815.jpg,48.27,48.27,1,-1,+0.00
3_left,20260824_184901.jpg,9.21,9.21,0,0,+0.00
3_left,20260824_195734.jpg,39.30,39.30,0,0,+0.00
3_left,20260824_200139.jpg,53.79,53.79,0,0,+0.00
3_left,20260828_104623.jpg,48.09,48.09,0,0,+0.00
3_left,20260831_200450.jpg,47.29,47.29,0,0,+0.00
3_left,20260831_201016.jpg,42.45,42.45,0,0,+0.00
3_left,20260831_201159.jpg,34.33,34.33,0,0,+0.00
3_left,20260831_201245.jpg,54.30,54.30,0,0,+0.00
3_left,20260831_201313.jpg,37.42,37.42,0,0,+0.00
3_left,20260831_201325.jpg,42.40,42.40,0,0,+0.00
3_left,20260831_201420.jpg,53.25,50.25,-1,1,+3.00
3_left,20260831_201440.jpg,50.57,50.57,0,0,+0.00
3_left,20260902_165849.jpg,56.16,56.16,0,0,+0.00
3_left,20260902_165851.jpg,31.22,31.22,0,0,+0.00
3_left,20260902_165932.jpg,37.23,37.23,1,-1,+0.00
3_left,20260902_165942.jpg,29.82,29.82,1,-1,+0.00
3_left,20260902_170359.jpg,59.98,56.98,-1,1,+3.00
3_left,20260902_170405.jpg,16.43,16.43,0,0,+0.00
3_left,20260904_161730.jpg,42.18,42.18,0,0,+0.00
3_left,20260904_161733.jpg,27.73,27.73,0,0,+0.00
3_left,20260904_161813.jpg,35.08,32.08,-1,1,+3.00
3_left,20260904_161814.jpg,47.87,44.87,-1,1,+3.00
3_left,20260904_161820.jpg,17.62,17.62,0,0,+0.00
3_left,20260904_170802.jpg,27.66,27.66,0,0,+0.00
3_left,20260904_170803.jpg,61.59,58.59,-1,1,+3.00
3_left,20260904_170830.jpg,26.40,26.40,0,0,+0.00
3_left,20260904_172133.jpg,43.49,40.49,-1,1,+3.00
3_left,20260904_172204.jpg,15.47,15.47,0,0,+0.00
3_left,20260907_205239.jpg,45.64,42.64,-1,1,+3.00
3_left,20260907_205240.jpg,23.32,20.32,-1,1,+3.00
3_left,20260907_205241.jpg,7.04,7.04,0,0,+0.00
3_left,20260907_205246.jpg,33.11,33.11,0,0,+0.00
3_left,20260907_205442.jpg,43.71,40.71,-1,1,+3.00
3_left,20260907_205457.jpg,39.50,36.50,-1,1,+3.00
3_left,20260907_205509.jpg,25.47,22.47,-1,1,+3.00
3_left,20260907_205647.jpg,26.28,26.28,0,0,+0.00
3_left,20260907_205703.jpg,44.38,44.38,0,0,+0.00
3_left,20260907_205809.jpg,41.50,41.50,0,0,+0.00
3_left,20260907_205821.jpg,46.20,46.20,0,0,+0.00
3_left,20260907_205845.jpg,36.61,36.61,0,0,+0.00
3_left,20260907_210054.jpg,50.72,47.72,-1,1,+3.00
3_left,20260907_210123.jpg,40.77,40.77,0,0,+0.00
3_left,20260907_210144.jpg,29.94,29.94,1,-1,+0.00
3_left,20260907_210151.jpg,58.52,58.52,0,0,+0.00
3_left,20260907_210153.jpg,58.54,55.54,-1,1,+3.00
3_left,20260907_210211.jpg,51.63,51.63,0,0,+0.00
3_left,20260907_210415.jpg,42.05,39.05,-1,1,+3.00
3_left,20260907_210423.jpg,32.92,32.92,0,0,+0.00
3_left,20260907_210546.jpg,40.58,40.58,1,-1,+0.00
3_left,20260907_210554.jpg,31.87,31.87,0,0,+0.00
3_left,20260907_210603.jpg,26.55,23.55,-1,1,+3.00
3_left,20260907_210649.jpg,35.74,29.74,-2,2,+6.00
3_left,20260907_210703.jpg,34.30,34.30,0,0,+0.00
3_left,20260907_210724.jpg,36.15,36.15,0,0,+0.00
3_left,20260907_210733.jpg,46.64,40.64,-2,2,+6.00
3_left,20260907_210906.jpg,34.31,31.31,-1,1,+3.00
3_left,20260907_210917.jpg,34.61,34.61,1,-1,+0.00
3_left,20260907_210957.jpg,34.99,34.99,0,0,+0.00
3_left,20260907_211008.jpg,28.78,22.78,-2,2,+6.00
3_left,20260907_211144.jpg,24.36,24.36,0,0,+0.00
3_left,20260907_211147.jpg,54.20,51.20,-1,1,+3.00
3_left,20260907_211203.jpg,37.37,37.37,1,-1,+0.00
3_left,20260907_211210.jpg,66.87,66.87,0,0,+0.00
3_left,20260907_211211.jpg,58.85,58.85,0,0,+0.00
3_left,20260907_211358.jpg,34.09,34.09,0,0,+0.00
3_left,left (1184).jpg,47.09,47.09,1,-1,+0.00
3_left,left (1625).jpg,54.31,51.31,-1,1,+3.00
3_left,left (1666).jpg,72.23,69.23,-1,1,+3.00
3_left,left (1900).jpg,46.81,46.81,0,0,+0.00
3_left,left (2).jpg,41.34,41.34,1,-1,+0.00
3_left,left (210).jpg,57.02,51.02,-2,2,+6.00
3_left,left (2133).jpg,42.39,42.39,0,0,+0.00
3_left,left (2341).jpg,47.70,47.70,0,0,+0.00
3_left,left (235).jpg,42.01,42.01,0,0,+0.00
3_left,left (2574).jpg,54.44,54.44,0,0,+0.00
3_left,left (2630).jpg,61.76,55.76,-2,2,+6.00
3_left,left (2849).jpg,68.49,65.49,-1,1,+3.00
3_left,left (3072).jpg,53.43,53.43,0,0,+0.00
3_left,left (3290).jpg,57.13,57.13,0,0,+0.00
3_left,left (3306).jpg,61.14,61.14,0,0,+0.00
3_left,left (3355).jpg,58.15,58.15,0,0,+0.00
3_left,left (3588).jpg,57.54,57.54,0,0,+0.00
3_left,left (443).jpg,34.65,28.65,-2,2,+6.00
3_left,left (508).jpg,39.06,33.06,-2,2,+6.00
3_left,left (718).jpg,33.65,33.65,0,0,+0.00
3_left,left (951).jpg,30.90,30.90,0,0,+0.00
4_right,20260708_192203.jpg,-44.08,-41.08,1,1,-3.00
4_right,20260708_203255.jpg,-34.13,-34.13,0,0,+0.00
4_right,20260708_203259.jpg,-42.03,-42.03,0,0,+0.00
4_right,20260709_201946.jpg,-24.38,-24.38,-1,-1,+0.00
4_right,20260709_203000.jpg,-42.78,-42.78,0,0,+0.00
4_right,20260709_203021.jpg,-58.68,-58.68,,,+0.00
4_right,20260709_203844.jpg,-47.22,-47.22,,,+0.00
4_right,20260719_141743.jpg,-25.33,-25.33,0,0,+0.00
4_right,20260719_141815.jpg,-30.02,-30.02,,,+0.00
4_right,20260719_141816.jpg,-25.15,-25.15,-1,-1,+0.00
4_right,20260719_141822.jpg,-43.88,-43.88,-1,-1,+0.00
4_right,20260719_150939.jpg,-32.82,-32.82,0,0,+0.00
4_right,20260722_133700.jpg,-47.70,-47.70,0,0,+0.00
4_right,20260722_133704.jpg,-30.46,-27.46,1,1,-3.00
4_right,20260724_190853.jpg,-40.50,-40.50,0,0,+0.00
4_right,20260724_190909.jpg,-28.41,-28.41,0,0,+0.00
4_right,20260724_190912.jpg,-41.59,-38.59,1,1,-3.00
4_right,20260724_200442.jpg,-41.88,-38.88,1,1,-3.00
4_right,20260724_200446.jpg,-23.42,-23.42,0,0,+0.00
4_right,20260724_200447.jpg,-39.79,-39.79,0,0,+0.00
4_right,20260724_200454.jpg,-30.62,-30.62,0,0,+0.00
4_right,20260724_201403.jpg,-55.89,-49.89,2,2,-6.00
4_right,20260724_201430.jpg,-63.49,-60.49,1,1,-3.00
4_right,20260724_201431.jpg,-35.67,-32.67,1,1,-3.00
4_right,20260724_201455.jpg,-38.96,-38.96,0,0,+0.00
4_right,20260724_201456.jpg,-56.00,-53.00,1,1,-3.00
4_right,20260724_202200.jpg,-51.88,-48.88,1,1,-3.00
4_right,20260724_202202.jpg,-32.94,-32.94,0,0,+0.00
4_right,20260724_202443.jpg,-40.20,-40.20,0,0,+0.00
4_right,20260724_202712.jpg,-40.68,-40.68,0,0,+0.00
4_right,20260727_151135.jpg,-47.39,-47.39,0,0,+0.00
4_right,20260727_151147.jpg,-48.15,-45.15,1,1,-3.00
4_right,20260727_151149.jpg,-39.01,-36.01,1,1,-3.00
4_right,20260730_190450.jpg,-42.17,-39.17,1,1,-3.00
4_right,20260730_190453.jpg,-53.29,-50.29,1,1,-3.00
4_right,20260731_012218.jpg,-57.11,-57.11,0,0,+0.00
4_right,20260731_012312.jpg,-29.41,-29.41,0,0,+0.00
4_right,20260731_012352.jpg,-39.92,-39.92,,,+0.00
4_right,20260731_012416.jpg,-58.04,-58.04,,,+0.00
4_right,20260731_012611.jpg,-63.53,-63.53,-2,-2,+0.00
4_right,20260731_012629.jpg,-46.43,-43.43,1,1,-3.00
4_right,20260731_012908.jpg,-36.43,-36.43,0,0,+0.00
4_right,20260731_013059.jpg,-52.29,-52.29,-1,-1,+0.00
4_right,20260731_013106.jpg,-47.74,-47.74,0,0,+0.00
4_right,20260731_013423.jpg,-41.50,-41.50,-2,-2,+0.00
4_right,20260731_013453.jpg,-56.87,-56.87,-1,-1,+0.00
4_right,20260731_013608.jpg,-60.83,-60.83,0,0,+0.00
4_right,20260731_013837.jpg,-59.89,-59.89,0,0,+0.00
4_right,20260731_013838.jpg,-56.55,-56.55,0,0,+0.00
4_right,20260731_013850.jpg,-55.67,-55.67,0,0,+0.00
4_right,20260731_014023.jpg,-44.31,-44.31,-1,-1,+0.00
4_right,20260731_014024.jpg,-57.59,-57.59,-1,-1,+0.00
4_right,20260731_014423.jpg,-54.97,-51.97,1,1,-3.00
4_right,20260731_014937.jpg,-35.26,-35.26,-2,-2,+0.00
4_right,20260731_015001.jpg,-42.35,-42.35,0,0,+0.00
4_right,20260731_015126.jpg,-59.68,-56.68,1,1,-3.00
4_right,20260731_015207.jpg,-35.92,-35.92,-1,-1,+0.00
4_right,20260731_015235.jpg,-46.04,-46.04,-1,-1,+0.00
4_right,20260731_015310.jpg,-47.17,-47.17,0,0,+0.00
4_right,20260731_015640.jpg,-44.01,-44.01,0,0,+0.00
4_right,20260731_015826.jpg,-55.28,-49.28,2,2,-6.00
4_right,20260731_015834.jpg,-48.30,-45.30,1,1,-3.00
4_right,20260731_020200.jpg,-48.15,-45.15,1,1,-3.00
4_right,20260731_020222.jpg,-46.60,-46.60,-2,-2,+0.00
4_right,20260731_020552.jpg,-49.91,-49.91,,,+0.00
4_right,20260731_020835.jpg,-52.73,-49.73,1,1,-3.00
4_right,20260731_020844.jpg,-44.71,-41.71,1,1,-3.00
4_right,20260731_021438.jpg,-44.03,-44.03,0,0,+0.00
4_right,20260731_022044.jpg,-46.06,-46.06,0,0,+0.00
4_right,20260731_022050.jpg,-52.76,-52.76,0,0,+0.00
4_right,20260731_022543.jpg,-55.65,-52.65,1,1,-3.00
4_right,20260803_202350.jpg,-50.71,-50.71,0,0,+0.00
4_right,20260803_202401.jpg,-49.16,-49.16,0,0,+0.00
4_right,20260803_202404.jpg,-42.45,-42.45,0,0,+0.00
4_right,20260803_202425.jpg,-52.09,-52.09,0,0,+0.00
4_right,20260803_202436.jpg,-45.58,-45.58,0,0,+0.00
4_right,20260803_202438.jpg,-53.43,-53.43,0,0,+0.00
4_right,20260803_203502.jpg,-63.95,-60.95,1,1,-3.00
4_right,20260803_203754.jpg,-58.25,-58.25,-1,-1,+0.00
4_right,20260803_203914.jpg,-74.96,-74.96,,,+0.00
4_right,20260803_203917.jpg,-46.30,-46.30,,,+0.00
4_right,20260803_203942.jpg,-46.77,-46.77,-1,-1,+0.00
4_right,20260803_203945.jpg,-55.13,-55.13,0,0,+0.00
4_right,20260804_182205.jpg,-50.01,-50.01,-1,-1,+0.00
4_right,20260804_182403.jpg,-44.71,-44.71,-1,-1,+0.00
4_right,20260804_182405.jpg,-60.80,-60.80,0,0,+0.00
4_right,20260805_182210.jpg,-64.74,-64.74,0,0,+0.00
4_right,20260805_202144.jpg,-47.55,-47.55,0,0,+0.00
4_right,20260805_202149.jpg,-58.55,-58.55,0,0,+0.00
4_right,20260806_203445.jpg,-54.16,-51.16,1,1,-3.00
4_right,20260808_114925.jpg,-56.25,-56.25,0,0,+0.00
4_right,20260809_172941.jpg,-50.01,-47.01,1,1,-3.00
4_right,20260809_173622.jpg,-50.83,-50.83,-1,-1,+0.00
4_right,20260809_173921.jpg,-57.08,-57.08,-2,-2,+0.00
4_right,20260809_180128.jpg,-38.89,-38.89,0,0,+0.00
4_right,20260809_180436.jpg,-70.00,-70.00,-1,-1,+0.00
4_right,20260809_184426.jpg,-67.85,-67.85,0,0,+0.00
4_right,20260812_203831.jpg,-31.68,-31.68,0,0,+0.00
4_right,20260812_203832.jpg,-41.27,-41.27,0,0,+0.00
4_right,20260812_205130.jpg,-55.80,-55.80,0,0,+0.00
4_right,20260812_205232.jpg,-68.67,-68.67,0,0,+0.00
4_right,20260812_205408.jpg,-65.51,-65.51,0,0,+0.00
4_right,20260821_191004.jpg,-65.88,-65.88,0,0,+0.00
4_right,20260821_191014.jpg,-51.58,-51.58,0,0,+0.00
4_right,20260821_193234.jpg,-44.48,-44.48,-1,-1,+0.00
4_right,20260823_142842.jpg,-44.36,-44.36,-1,-1,+0.00
4_right,20260823_160640.jpg,-40.02,-40.02,-2,-2,+0.00
4_right,20260823_160704.jpg,-43.00,-43.00,-1,-1,+0.00
4_right,20260823_160853.jpg,-43.65,-43.65,0,0,+0.00
4_right,20260824_195730.jpg,-42.47,-42.47,-1,-1,+0.00
4_right,20260824_200051.jpg,-23.69,-23.69,-1,-1,+0.00
4_right,20260824_200250.jpg,-51.92,-48.92,1,1,-3.00
4_right,20260827_201707.jpg,-39.37,-39.37,0,0,+0.00
4_right,20260827_205639.jpg,-51.05,-51.05,-1,-1,+0.00
4_right,20260828_104040.jpg,-11.63,-11.63,0,0,+0.00
4_right,20260828_104042.jpg,-39.46,-39.46,0,0,+0.00
4_right,20260828_104621.jpg,-39.05,-36.05,1,1,-3.00
4_right,20260828_104642.jpg,-24.12,-24.12,-1,-1,+0.00
4_right,20260828_115144.jpg,-36.97,-36.97,0,0,+0.00
4_right,20260831_200234.jpg,-47.61,-44.61,1,1,-3.00
4_right,20260831_200454.jpg,-39.59,-39.59,0,0,+0.00
4_right,20260831_200628.jpg,-16.70,-16.70,0,0,+0.00
4_right,20260831_200820.jpg,-34.70,-34.70,-1,-1,+0.00
4_right,20260831_200935.jpg,-47.11,-47.11,0,0,+0.00
4_right,20260831_201020.jpg,-44.15,-44.15,0,0,+0.00
4_right,20260831_201133.jpg,-40.75,-40.75,0,0,+0.00
4_right,20260831_201149.jpg,-42.78,-42.78,0,0,+0.00
4_right,20260831_201202.jpg,-38.44,-38.44,0,0,+0.00
4_right,20260831_201242.jpg,-49.56,-49.56,0,0,+0.00
4_right,20260831_201316.jpg,-44.22,-41.22,1,1,-3.00
4_right,20260831_201327.jpg,-37.93,-37.93,0,0,+0.00
4_right,20260831_201437.jpg,-27.88,-24.88,1,1,-3.00
4_right,20260902_165935.jpg,-15.70,-12.70,1,1,-3.00
4_right,20260902_170356.jpg,-19.57,-19.57,-1,-1,+0.00
4_right,20260902_173821.jpg,-12.15,-12.15,-1,-1,+0.00
4_right,20260904_161748.jpg,-46.93,-43.93,1,1,-3.00
4_right,20260904_161749.jpg,-30.88,-27.88,1,1,-3.00
4_right,20260904_161751.jpg,-18.49,-18.49,0,0,+0.00
4_right,20260904_161806.jpg,-41.76,-41.76,0,0,+0.00
4_right,20260904_161808.jpg,-26.40,-26.40,0,0,+0.00
4_right,20260904_161809.jpg,-16.92,-16.92,0,0,+0.00
4_right,20260904_161823.jpg,-17.76,-17.76,0,0,+0.00
4_right,20260904_165508.jpg,-14.95,-14.95,0,0,+0.00
4_right,20260904_170758.jpg,-42.55,-42.55,0,0,+0.00
4_right,20260904_170800.jpg,-14.64,-14.64,0,0,+0.00
4_right,20260904_170825.jpg,-35.59,-32.59,1,1,-3.00
4_right,20260904_170827.jpg,-15.51,-12.51,1,1,-3.00
4_right,20260904_170849.jpg,-20.72,-20.72,-1,-1,+0.00
4_right,20260904_170850.jpg,-45.90,-45.90,-1,-1,+0.00
4_right,20260904_172128.jpg,-48.54,-48.54,-1,-1,+0.00
4_right,20260904_172129.jpg,-35.89,-35.89,-1,-1,+0.00
4_right,20260904_172200.jpg,-42.12,-42.12,0,0,+0.00
4_right,20260904_172201.jpg,-18.30,-18.30,0,0,+0.00
4_right,20260907_205243.jpg,-26.09,-26.09,0,0,+0.00
4_right,20260907_205506.jpg,-20.81,-20.81,-1,-1,+0.00
4_right,20260907_205513.jpg,-18.07,-18.07,0,0,+0.00
4_right,20260907_205650.jpg,-24.62,-24.62,-1,-1,+0.00
4_right,20260907_205806.jpg,-22.75,-22.75,0,0,+0.00
4_right,20260907_205819.jpg,-36.75,-36.75,0,0,+0.00
4_right,20260907_205849.jpg,-36.45,-36.45,0,0,+0.00
4_right,20260907_210036.jpg,-42.14,-42.14,0,0,+0.00
4_right,20260907_210104.jpg,-44.63,-41.63,1,1,-3.00
4_right,20260907_210148.jpg,-43.48,-40.48,1,1,-3.00
4_right,20260907_210155.jpg,-35.13,-35.13,0,0,+0.00
4_right,20260907_210228.jpg,-38.59,-38.59,0,0,+0.00
4_right,20260907_210411.jpg,-32.20,-32.20,0,0,+0.00
4_right,20260907_210420.jpg,-51.42,-48.42,1,1,-3.00
4_right,20260907_210428.jpg,-38.49,-32.49,2,2,-6.00
4_right,20260907_210542.jpg,-35.27,-29.27,2,2,-6.00
4_right,20260907_210551.jpg,-25.49,-25.49,0,0,+0.00
4_right,20260907_210600.jpg,-24.54,-24.54,-1,-1,+0.00
4_right,20260907_210653.jpg,-29.16,-29.16,0,0,+0.00
4_right,20260907_210659.jpg,-38.60,-32.60,2,2,-6.00
4_right,20260907_210721.jpg,-42.65,-36.65,2,2,-6.00
4_right,20260907_210737.jpg,-30.88,-30.88,-1,-1,+0.00
4_right,20260907_210909.jpg,-23.20,-23.20,0,0,+0.00
4_right,20260907_210914.jpg,-40.52,-34.52,2,2,-6.00
4_right,20260907_210953.jpg,-30.13,-30.13,0,0,+0.00
4_right,20260907_211011.jpg,-13.34,-13.34,-1,-1,+0.00
4_right,20260907_211119.jpg,-32.47,-32.47,0,0,+0.00
4_right,20260907_211153.jpg,-45.77,-42.77,1,1,-3.00
4_right,20260907_211202.jpg,-27.70,-21.70,2,2,-6.00
4_right,20260907_211208.jpg,-65.78,-62.78,1,1,-3.00
4_right,20260907_211401.jpg,-45.86,-45.86,0,0,+0.00
4_right,right (11).jpg,-14.15,-14.15,-2,-2,+0.00
4_right,right (1194).jpg,-44.29,-44.29,0,0,+0.00
4_right,right (1195).jpg,-35.69,-35.69,0,0,+0.00
4_right,right (1456).jpg,-50.91,-50.91,0,0,+0.00
4_right,right (1753).jpg,-52.50,-52.50,-1,-1,+0.00
4_right,right (2039).jpg,-43.19,-43.19,-1,-1,+0.00
4_right,right (2092).jpg,-54.63,-54.63,0,0,+0.00
4_right,right (2378).jpg,-39.10,-39.10,-2,-2,+0.00
4_right,right (2379).jpg,-39.95,-39.95,-2,-2,+0.00
4_right,right (2936).jpg,-54.92,-54.92,-1,-1,+0.00
4_right,right (3223).jpg,-44.88,-44.88,0,0,+0.00
4_right,right (3301).jpg,-45.45,-45.45,0,0,+0.00
4_right,right (569).jpg,-38.95,-38.95,0,0,+0.00
4_right,right (855).jpg,-44.49,-44.49,0,0,+0.00
